site;coordinates;region;cluster;date;hour;yeild;forecast;error
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;1;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;3;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;4;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;5;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;6;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;7;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;8;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;9;26,000;34,000;-8,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;10;84,000;248,000;-164,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;11;86,000;338,000;-252,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;12;221,000;380,000;-159,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;13;779,000;963,000;-184,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;14;768,000;700,000;68,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;15;330,000;452,000;-122,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;16;59,000;95,000;-36,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;17;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;18;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;19;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;20;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;21;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;22;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;23;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/1/22;24;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;1;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;3;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;4;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;5;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;6;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;7;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;8;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;9;214,000;200,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;10;814,000;847,000;-33,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;11;1781,000;1395,000;386,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;12;1555,000;1711,000;-156,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;13;2055,000;1652,000;403,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;14;1731,000;1434,000;297,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;15;1116,000;989,000;127,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;16;179,000;320,000;-141,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;17;-8,000;0,000;-8,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;18;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;19;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;20;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;21;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;22;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;23;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/2/22;24;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;1;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;2;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;3;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;4;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;5;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;6;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;7;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;8;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;9;97,000;136,000;-39,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;10;307,000;324,000;-17,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;11;562,000;623,000;-61,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;12;1341,000;1259,000;82,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;13;2263,000;1173,000;1090,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;14;996,000;1100,000;-104,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;15;943,000;742,000;201,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;16;193,000;235,000;-42,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;17;-6,000;0,000;-6,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;18;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;19;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;20;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;21;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;22;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;23;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/3/22;24;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;1;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;2;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;3;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;4;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;5;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;6;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;7;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;8;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;9;163,000;164,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;10;622,000;416,000;206,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;11;1264,000;850,000;414,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;12;1791,000;1050,000;741,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;13;1906,000;1418,000;488,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;14;1258,000;1212,000;46,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;15;872,000;677,000;195,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;16;137,000;168,000;-31,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;17;-10,000;-14,000;4,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;18;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;19;-11,000;-14,000;3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;20;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;21;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;22;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;23;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/4/22;24;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;1;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;3;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;4;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;5;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;6;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;7;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;8;-12,000;0,000;-12,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;9;91,000;271,000;-180,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;10;502,000;818,000;-316,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;11;540,000;942,000;-402,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;12;614,000;1207,000;-593,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;13;713,000;1117,000;-404,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;14;597,000;1245,000;-648,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;15;395,000;767,000;-372,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;16;165,000;225,000;-60,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;17;-6,000;1,000;-7,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;18;-11,000;-14,000;3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;19;-11,000;-14,000;3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;20;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;21;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;22;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;23;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/5/22;24;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;1;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;3;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;4;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;5;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;6;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;7;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;8;-4,000;1,000;-5,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;9;285,000;322,000;-37,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;10;828,000;1054,000;-226,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;11;1338,000;1571,000;-233,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;12;1655,000;1808,000;-153,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;13;815,000;1678,000;-863,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;14;713,000;1387,000;-674,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;15;438,000;910,000;-472,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;16;91,000;243,000;-152,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;17;-9,000;1,000;-10,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;18;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;19;-11,000;-14,000;3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;20;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;21;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;22;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;23;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/6/22;24;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;1;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;3;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;4;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;5;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;6;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;7;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;8;-13,000;2,000;-15,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;9;351,000;365,000;-14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;10;777,000;1021,000;-244,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;11;350,000;1449,000;-1099,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;12;420,000;1649,000;-1229,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;13;398,000;1772,000;-1374,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;14;141,000;1417,000;-1276,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;15;105,000;898,000;-793,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;16;151,000;311,000;-160,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;17;-9,000;4,000;-13,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;18;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;19;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;20;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;21;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;22;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;23;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/7/22;24;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;1;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;2;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;3;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;4;-18,000;-14,000;-4,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;5;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;6;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;7;-18,000;-14,000;-4,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;8;-3,000;4,000;-7,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;9;454,000;429,000;25,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;10;977,000;1167,000;-190,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;11;1255,000;1454,000;-199,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;12;1170,000;1459,000;-289,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;13;1458,000;1473,000;-15,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;14;1142,000;1234,000;-92,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;15;777,000;808,000;-31,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;16;140,000;196,000;-56,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;17;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;18;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;19;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;20;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;21;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;22;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;23;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/8/22;24;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;1;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;3;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;4;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;5;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;6;-17,000;-14,000;-3,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;7;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;8;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;9;26,000;34,000;-8,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;10;135,000;136,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;11;192,000;307,000;-115,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;12;164,000;352,000;-188,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;13;204,000;309,000;-105,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;14;112,000;148,000;-36,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;15;89,000;110,000;-21,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;16;4,000;35,000;-31,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;17;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;18;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;19;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;20;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;21;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;22;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;23;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/9/22;24;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;1;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;2;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;3;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;4;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;5;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;6;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;7;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;8;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;9;66,000;18,000;48,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;10;184,000;193,000;-9,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;11;456,000;395,000;61,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;12;327,000;533,000;-206,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;13;590,000;859,000;-269,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;14;391,000;580,000;-189,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;15;214,000;321,000;-107,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;16;55,000;98,000;-43,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;17;-12,000;-14,000;2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;18;-13,000;-14,000;1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;19;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;20;-14,000;-14,000;0,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;21;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;22;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;23;-15,000;-14,000;-1,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/10/22;24;-16,000;-14,000;-2,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;1;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;2;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;3;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;4;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;5;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;6;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;7;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;8;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;9;;108,000;-108,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;10;;392,000;-392,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;11;;708,000;-708,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;12;;997,000;-997,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;13;;1222,000;-1222,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;14;;911,000;-911,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;15;;586,000;-586,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;16;;220,000;-220,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;17;;5,000;-5,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;18;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;19;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;20;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;21;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;22;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;23;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/11/22;24;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;1;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;2;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;3;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;4;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;5;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;6;;-14,000;14,000
Yelanets-2;(47.707,31.8468);MYKOLAYIV;10;1/12/22;7;;-14,000;14,000
