site;coordinates;region;cluster;date;hour;yeild;forecast;error
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;12;3375;3135;240,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;13;3308;3078;230,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;14;2715;2391;324,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;15;1412;1095;317,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;16;488;364;124,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;17;1;5;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;18;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;19;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;20;-11;-14;3,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;21;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;22;-11;-14;3,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;23;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-06;24;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;1;-17;-14;-3,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;2;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;3;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;4;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;5;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;6;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;7;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;8;-1;11;-12,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;9;294;464;-170,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;10;378;1105;-727,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;11;306;2687;-2381,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;12;283;3147;-2864,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;13;353;3232;-2879,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;14;282;2486;-2204,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;15;139;1096;-957,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;16;402;388;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;17;0;7;-7,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;18;-15;-14;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;19;-19;-14;-5,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;20;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;21;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;22;-20;-14;-6,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;23;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-07;24;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;1;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;2;-20;-14;-6,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;3;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;4;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;5;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;6;-19;-14;-5,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;7;-15;-14;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;8;16;9;7,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;9;431;370;61,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;10;911;824;87,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;11;1006;1842;-836,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;12;2266;2567;-301,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;13;1104;2262;-1158,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;14;658;1399;-741,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;15;497;772;-275,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;16;64;182;-118,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;17;-19;0;-19,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;18;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;19;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;20;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;21;-21;-14;-7,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;22;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;23;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-08;24;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;1;-20;-14;-6,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;2;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;3;-15;-14;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;4;-19;-14;-5,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;5;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;6;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;7;-15;-14;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;8;-19;1;-20,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;9;47;83;-36,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;10;166;167;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;11;311;288;23,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;12;346;288;58,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;13;167;296;-129,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;14;191;237;-46,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;15;78;127;-49,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;16;18;30;-12,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;17;-14;-14;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;18;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;19;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;20;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;21;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;22;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;23;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-09;24;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;1;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;2;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;3;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;4;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;5;-18;-14;-4,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;6;-12;-14;2,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;7;-11;-14;3,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;8;-13;2;-15,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;9;108;122;-14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;10;342;310;32,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;11;521;660;-139,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;12;864;899;-35,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;13;450;789;-339,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;14;354;532;-178,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;15;181;336;-155,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;16;18;99;-81,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;17;-13;0;-13,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;18;-20;-14;-6,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;19;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;20;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;21;-19;-14;-5,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;22;-15;-14;-1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;23;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-10;24;-13;-14;1,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;1;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;2;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;3;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;4;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;5;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;6;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;7;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;8;;0;0,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;9;;108;-108,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;10;;455;-455,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;11;;1042;-1042,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;12;;1340;-1340,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;13;;1482;-1482,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;14;;1027;-1027,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;15;;540;-540,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;16;;176;-176,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;17;;3;-3,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;18;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;19;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;20;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;21;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;22;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;23;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-11;24;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;1;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;2;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;3;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;4;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;5;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;6;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;7;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;8;;8;-8,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;9;;394;-394,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;10;;1122;-1122,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;11;;1613;-1613,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;12;;1665;-1665,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;13;;2569;-2569,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;14;;1961;-1961,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;15;;1141;-1141,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;16;;481;-481,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;17;;20;-20,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;18;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;19;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;20;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;21;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;22;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;23;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-12;24;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;1;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;2;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;3;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;4;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;5;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;6;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;7;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;8;;21;-21,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;9;;574;-574,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;10;;1677;-1677,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;11;;3208;-3208,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;12;;3637;-3637,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;13;;3609;-3609,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;14;;3143;-3143,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;15;;1353;-1353,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;16;;517;-517,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;17;;22;-22,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;18;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;19;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;20;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;21;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;22;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;23;;-14;14,000
Komyshany_1;(46.66025,32.54082);KHERSON;5;2022-01-13;24;;-14;14,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;1;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;2;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;3;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;4;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;5;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;6;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;7;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;8;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;9;-7;17;-24,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;10;-15;117;-132,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;11;-14;209;-223,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;12;-15;191;-206,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;13;462;211;251,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;14;276;167;109,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;15;173;181;-8,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;16;132;48;84,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;17;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;18;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;19;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;20;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;21;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;22;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;23;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-01;24;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;1;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;2;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;3;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;4;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;5;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;6;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;7;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;8;-14;2;-16,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;9;-14;231;-245,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;10;1559;905;654,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;11;1734;1509;225,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;12;2575;2369;206,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;13;2034;2040;-6,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;14;3424;1122;2302,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;15;1561;707;854,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;16;322;239;83,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;17;-5;-14;9,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;18;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;19;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;20;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;21;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;22;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;23;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-02;24;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;1;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;2;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;3;-17;-14;-3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;4;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;5;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;6;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;7;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;8;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;9;23;38;-15,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;10;92;184;-92,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;11;225;264;-39,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;12;271;344;-73,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;13;226;594;-368,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;14;180;587;-407,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;15;331;620;-289,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;16;97;142;-45,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;17;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;18;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;19;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;20;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;21;-16;-14;-2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;22;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;23;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-03;24;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;1;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;2;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;3;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;4;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;5;-15;-14;-1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;6;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;7;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;8;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;9;168;128;40,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;10;782;688;94,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;11;1396;1541;-145,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;12;902;2109;-1207,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;13;1194;1963;-769,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;14;890;824;66,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;15;1387;549;838,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;16;295;97;198,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;17;-6;-14;8,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;18;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;19;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;20;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;21;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;22;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;23;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-04;24;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;1;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;2;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;3;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;4;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;5;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;6;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;7;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;8;-12;1;-13,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;9;104;166;-62,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;10;428;784;-356,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;11;844;1646;-802,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;12;968;2226;-1258,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;13;1145;2182;-1037,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;14;670;1036;-366,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;15;456;852;-396,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;16;177;245;-68,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;17;-8;-14;6,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;18;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;19;-11;-14;3,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;20;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;21;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;22;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;23;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-05;24;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-06;1;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-06;2;-12;-14;2,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-06;3;-14;-14;0,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-06;4;-13;-14;1,000
Kachkarivka;(47.10244,33.74631);KHERSON;8;2022-01-06;5;-14;-14;0,000
